Job_Type,Quantity,Color_Type (BW / Full Color),Material_Type,Requested_Deadline_Date,Order_Request_Date,Current_Queued_Jobs_Count,Active_Machines_Count,Total_Machines_Count,Available_Staff_Count,Total_Staff_Count,Delay_Risk_Level
Brochures,,Full Color,Matte Paper,2022-06-04,2022-05-29,53,6,8,8,10,High
Banners,,,Canvas,2023-03-30,2023-03-23,152,3,5,9,10,
Stickers,847,Full Color,Glossy Paper,2018-02-12,2018-02-07,41,5,7,9,11,Low
Flyers,87,BW,Vinyl,2025-08-01,2025-07-27,66,6,8,10,11,High
Posters,,Full Color,Cardboard,2023-04-27,2023-04-21,113,5,6,8,9,Medium
Flyers,,BW,Canvas,2025-06-15,2025-06-12,196,5,6,10,11,Low
Stickers,575,BW,Cardboard,2025-02-28,2025-02-24,168,5,6,11,13,Medium
Posters,,Full Color,Cardboard,2021-12-08,2021-12-01,14,4,6,10,11,Medium
Business Cards,512,Full Color,Glossy Paper,2025-03-03,2025-02-24,116,5,7,9,11,Medium
Flyers,,BW,Glossy Paper,2021-10-19,2021-10-14,31,5,7,8,9,Low
Business Cards,352,BW,Canvas,2018-02-18,2018-02-12,133,5,6,8,9,Medium
Flyers,826,,Cardboard,2023-12-30,2023-12-28,,5,6,10,11,High
Brochures,673,Full Color,Vinyl,2025-01-20,2025-01-14,5,6,7,10,12,Medium
Stickers,,BW,Vinyl,2025-05-31,2025-05-28,144,4,5,10,11,High
Business Cards,,BW,Cardboard,2021-08-22,2021-08-16,34,5,6,8,9,Medium
,337,Full Color,Vinyl,2019-10-30,2019-10-23,146,5,6,9,11,Low
Flyers,,BW,Canvas,2017-08-19,2017-08-12,182,5,6,11,13,
Brochures,,BW,Canvas,2022-09-29,2022-09-26,39,4,5,10,11,Medium
Brochures,903,Full Color,Vinyl,2020-12-14,2020-12-07,97,5,7,12,13,
,676,BW,Canvas,2018-02-26,2018-02-25,73,6,8,12,13,Medium
Flyers,,Full Color,,2022-01-17,2022-01-14,20,5,7,11,12,High
Business Cards,,Full Color,Canvas,2015-11-26,2015-11-21,18,6,7,9,10,High
,,Full Color,Canvas,2019-04-01,2019-03-30,18,7,8,9,11,Medium
Stickers,762,Full Color,Glossy Paper,2020-05-01,2020-04-29,75,3,4,9,10,Low
,,Full Color,Cardboard,2016-01-31,2016-01-26,44,4,6,12,14,Low
Business Cards,,Full Color,,2015-01-23,2015-01-16,74,7,8,9,10,Low
,896,BW,Canvas,2017-05-02,2017-04-25,93,7,9,10,12,Low
Flyers,107,Full Color,Vinyl,2016-07-26,2016-07-21,111,3,5,12,13,Medium
Stickers,462,Full Color,Cardboard,2020-12-20,2020-12-19,,3,4,11,13,Medium
Business Cards,,BW,Matte Paper,2024-12-14,2024-12-10,100,4,6,10,12,Low
Brochures,,BW,Cardboard,2019-07-06,2019-07-05,47,7,8,9,11,Medium
Stickers,877,Full Color,Vinyl,2025-09-18,2025-09-14,171,4,6,9,11,High
,,Full Color,Canvas,2021-12-11,2021-12-06,41,5,6,10,12,Medium
Brochures,337,Full Color,Glossy Paper,2015-12-29,2015-12-23,193,6,7,12,14,High
Banners,235,Full Color,,2019-07-21,2019-07-15,179,3,4,11,12,High
,,BW,Canvas,2021-04-01,2021-03-30,165,5,7,9,10,Medium
Flyers,,BW,Cardboard,2021-09-30,2021-09-26,101,4,5,9,10,Low
Business Cards,582,BW,Matte Paper,2017-10-30,2017-10-24,76,6,7,10,12,Medium
Banners,153,BW,Vinyl,2022-03-04,2022-02-28,21,4,5,10,11,Medium
Flyers,471,Full Color,Canvas,2024-02-11,2024-02-09,,5,6,8,9,High
Banners,,BW,Vinyl,2015-04-28,2015-04-24,70,5,6,9,10,Medium
Flyers,299,,Vinyl,2021-09-15,2021-09-10,134,4,6,12,13,Low
Business Cards,,BW,Matte Paper,2018-07-08,2018-07-02,167,3,5,12,14,Low
Stickers,,,Vinyl,2025-12-16,2025-12-14,104,5,7,10,11,Low
Brochures,,BW,Vinyl,2019-02-01,2019-01-27,51,4,5,10,11,High
Posters,,BW,,2016-05-23,2016-05-16,,6,7,9,11,Medium
Stickers,,BW,Canvas,2020-10-18,2020-10-17,24,6,7,10,11,Low
Brochures,624,,Canvas,2015-11-27,2015-11-22,72,5,7,8,10,Medium
Stickers,,Full Color,Matte Paper,2015-03-14,2015-03-08,93,5,7,9,10,Medium
Business Cards,,BW,Glossy Paper,2016-05-02,2016-04-28,23,5,6,8,10,
Stickers,,BW,Vinyl,2024-11-29,2024-11-28,38,6,8,9,10,Low
Brochures,,Full Color,Glossy Paper,2023-11-06,2023-11-05,96,5,7,11,12,Low
Stickers,319,BW,Glossy Paper,2023-07-01,2023-06-26,121,4,5,12,13,Medium
Banners,72,BW,Vinyl,2022-03-19,2022-03-16,160,4,6,10,11,Medium
Stickers,,Full Color,Vinyl,2022-07-17,2022-07-12,189,5,6,10,12,Low
Business Cards,786,BW,,2021-06-29,2021-06-27,97,5,7,9,10,High
Brochures,,Full Color,Vinyl,2024-03-07,2024-03-03,188,5,7,10,11,
Brochures,,BW,Vinyl,2021-04-30,2021-04-29,,3,5,10,11,Medium
Posters,,Full Color,Glossy Paper,2016-08-05,2016-08-02,56,5,6,10,12,Medium
Stickers,,BW,Matte Paper,2021-06-04,2021-05-30,83,4,6,8,10,
Banners,,Full Color,Cardboard,2022-01-07,2022-01-04,144,4,5,10,12,Medium
Business Cards,588,BW,Vinyl,2017-03-21,2017-03-20,,5,7,9,10,Medium
Banners,,BW,,2023-02-19,2023-02-15,16,4,5,8,10,High
Flyers,535,BW,Canvas,2015-08-28,2015-08-23,88,5,6,10,12,High
Brochures,833,BW,Vinyl,2018-09-29,2018-09-22,87,4,5,8,9,High
Business Cards,,Full Color,Glossy Paper,2020-05-21,2020-05-18,79,5,7,10,12,Medium
Brochures,968,Full Color,Canvas,2017-04-02,2017-03-30,118,5,6,10,12,High
Brochures,217,Full Color,Glossy Paper,2023-08-31,2023-08-29,132,4,6,9,11,Low
Stickers,147,Full Color,,2015-10-05,2015-09-29,11,4,5,12,14,Medium
Flyers,,BW,Matte Paper,2017-10-27,2017-10-25,95,6,7,11,12,Low
Business Cards,136,BW,Glossy Paper,2020-04-08,2020-04-06,73,5,6,8,10,Low
,56,Full Color,Cardboard,2018-02-18,2018-02-15,117,5,6,10,12,Low
Flyers,985,Full Color,Vinyl,2023-04-13,2023-04-12,128,3,5,9,11,Low
Banners,,Full Color,Cardboard,2015-05-01,2015-04-25,19,5,7,11,13,Medium
Stickers,,Full Color,Cardboard,2024-04-07,2024-03-31,161,5,6,11,12,Low
Posters,274,BW,Canvas,2018-12-22,2018-12-16,112,5,7,9,10,Medium
Stickers,571,,Vinyl,2025-02-18,2025-02-11,166,5,7,10,11,Medium
Business Cards,992,BW,,2015-04-29,2015-04-22,52,4,5,11,12,High
Stickers,,BW,Matte Paper,2024-12-06,2024-12-05,43,4,6,9,10,Low
Brochures,457,BW,Matte Paper,2024-03-13,2024-03-10,53,6,8,8,10,Medium
Business Cards,,Full Color,Cardboard,2019-11-01,2019-10-31,74,6,7,8,10,High
Brochures,,BW,Canvas,2015-08-14,2015-08-09,170,3,5,8,10,Medium
Stickers,,BW,Matte Paper,2023-09-28,2023-09-24,49,5,6,8,9,Medium
,82,Full Color,Cardboard,2023-01-30,2023-01-24,59,4,6,9,10,Medium
Banners,207,Full Color,Glossy Paper,2022-04-29,2022-04-23,32,3,4,9,10,High
Business Cards,,Full Color,Canvas,2022-05-18,2022-05-15,167,4,6,8,10,Medium
Banners,,Full Color,Vinyl,2021-10-31,2021-10-26,11,3,5,10,11,Medium
Business Cards,,Full Color,Glossy Paper,2018-03-07,2018-03-06,176,5,7,12,13,High
Stickers,465,BW,Canvas,2015-08-09,2015-08-06,174,5,7,11,13,High
Brochures,338,Full Color,Vinyl,2019-02-10,2019-02-07,150,3,5,9,10,Low
Flyers,,BW,Vinyl,2023-05-02,2023-04-28,181,3,4,11,13,Medium
Brochures,,BW,Cardboard,2015-02-27,2015-02-26,150,6,8,11,12,High
Business Cards,577,Full Color,Vinyl,2015-09-08,2015-09-03,,4,5,11,12,Medium
Posters,,Full Color,Matte Paper,2016-01-06,2016-01-03,185,5,6,11,13,High
Business Cards,,Full Color,Cardboard,2021-03-18,2021-03-15,125,4,6,11,13,Medium
Stickers,362,Full Color,Canvas,2024-12-24,2024-12-17,124,5,6,9,11,Low
Flyers,,Full Color,Matte Paper,2020-02-26,2020-02-25,64,4,6,8,9,Medium
,,BW,Cardboard,2019-05-12,2019-05-08,12,3,5,10,12,
,,,Glossy Paper,2022-11-30,2022-11-28,175,4,6,8,9,High
Brochures,,Full Color,Cardboard,2016-12-03,2016-11-29,142,4,6,12,14,Low
Banners,,Full Color,,2019-08-17,2019-08-13,5,5,6,9,10,High
Flyers,,Full Color,Matte Paper,2017-08-04,2017-08-02,,5,7,12,14,Medium
Stickers,,BW,Cardboard,2017-07-13,2017-07-11,113,4,6,11,13,Medium
Banners,,Full Color,Matte Paper,2019-10-20,2019-10-13,159,3,5,10,11,High
Business Cards,597,BW,Matte Paper,2022-10-25,2022-10-24,,5,6,8,10,High
,,Full Color,Vinyl,2019-08-20,2019-08-15,71,5,6,9,11,High
Banners,,Full Color,Glossy Paper,2017-12-23,2017-12-19,94,7,8,10,11,Medium
Brochures,624,Full Color,Cardboard,2016-03-12,2016-03-09,189,5,6,11,12,Low
Flyers,,Full Color,Matte Paper,2018-01-01,2017-12-25,76,5,7,12,13,Medium
Posters,,Full Color,Canvas,2022-03-03,2022-02-25,47,5,6,8,9,Medium
Banners,,Full Color,Glossy Paper,2015-04-08,2015-04-06,196,6,7,9,11,Medium
Stickers,,,Vinyl,2025-04-21,2025-04-17,126,6,7,8,10,Low
Flyers,485,,Cardboard,2015-06-24,2015-06-17,34,4,5,9,10,Low
Business Cards,161,BW,Canvas,2020-03-19,2020-03-17,106,4,6,11,12,Medium
Banners,,BW,Canvas,2023-12-25,2023-12-20,78,4,6,9,10,Low
Stickers,717,BW,Matte Paper,2021-05-25,2021-05-18,171,5,6,10,12,Medium
,,BW,Cardboard,2023-07-16,2023-07-12,150,5,6,10,12,Medium
Posters,,Full Color,Glossy Paper,2018-02-10,2018-02-07,120,5,7,9,10,Low
Brochures,400,BW,Canvas,2023-12-29,2023-12-26,164,3,5,10,12,Medium
Banners,,Full Color,Cardboard,2020-03-11,2020-03-06,,5,7,10,11,High
Business Cards,715,BW,Cardboard,2015-02-25,2015-02-18,171,6,8,9,11,Low
,767,Full Color,Canvas,2018-03-27,2018-03-24,28,4,5,10,12,Low
Business Cards,340,Full Color,Glossy Paper,2021-12-26,2021-12-25,32,5,6,9,11,High
Banners,,Full Color,Cardboard,2025-09-16,2025-09-09,189,5,7,10,11,Medium
Brochures,893,BW,Cardboard,2023-04-29,2023-04-22,58,6,7,12,13,Medium
Stickers,,Full Color,Cardboard,2023-05-25,2023-05-18,95,6,7,10,11,Medium
Brochures,171,BW,Vinyl,2025-05-18,2025-05-11,132,5,6,10,12,High
Brochures,71,Full Color,Glossy Paper,2019-02-28,2019-02-25,124,5,7,10,12,High
Brochures,,Full Color,Glossy Paper,2019-11-15,2019-11-13,124,6,8,11,12,Low
Banners,,Full Color,Matte Paper,2024-01-05,2023-12-29,99,5,7,9,10,High
Banners,,BW,Cardboard,2019-11-30,2019-11-25,102,4,6,10,11,Medium
Stickers,589,Full Color,Glossy Paper,2020-03-06,2020-03-01,119,6,7,10,12,Low
Banners,,Full Color,Canvas,2016-12-04,2016-11-27,145,4,6,11,13,High
Stickers,162,BW,Canvas,2021-04-17,2021-04-14,84,4,6,9,11,Medium
Stickers,104,Full Color,Canvas,2021-08-09,2021-08-03,25,6,7,11,13,Medium
,232,Full Color,Canvas,2016-09-30,2016-09-29,,5,7,10,11,High
Business Cards,,Full Color,Canvas,2017-08-10,2017-08-07,,5,6,9,11,High
Posters,284,Full Color,Matte Paper,2024-10-28,2024-10-27,68,4,6,10,11,Low
Stickers,122,Full Color,Vinyl,2015-07-02,2015-06-25,48,4,5,9,11,Low
Flyers,,Full Color,Canvas,2021-10-12,2021-10-09,123,4,5,8,9,High
Flyers,,BW,Glossy Paper,2025-01-25,2025-01-22,198,4,5,8,9,Medium
Banners,,BW,Glossy Paper,2020-05-04,2020-05-01,27,5,6,9,11,High
Business Cards,426,Full Color,Vinyl,2020-11-05,2020-10-29,53,4,6,10,12,High
Flyers,828,Full Color,Glossy Paper,2015-05-25,2015-05-18,159,5,6,9,11,Medium
Flyers,,,Glossy Paper,2021-11-23,2021-11-22,183,4,5,8,10,High
Banners,158,BW,Matte Paper,2018-03-01,2018-02-23,186,7,9,10,11,Medium
Posters,,,Vinyl,2020-04-25,2020-04-24,6,4,5,8,10,
Posters,,Full Color,Vinyl,2024-04-07,2024-04-03,35,3,4,9,11,High
Business Cards,538,BW,Glossy Paper,2018-06-14,2018-06-07,59,3,5,8,10,High
Stickers,,BW,Cardboard,2018-10-04,2018-09-30,156,5,7,10,12,Medium
Stickers,,Full Color,Cardboard,2026-01-13,2026-01-07,,5,7,8,10,
Stickers,402,Full Color,Glossy Paper,2025-10-31,2025-10-27,71,5,6,9,11,Medium
Posters,,BW,Cardboard,2023-05-09,2023-05-08,166,5,6,10,11,Low
Posters,243,BW,Canvas,2019-04-21,2019-04-14,67,3,5,9,10,High
Stickers,,BW,,2021-05-10,2021-05-05,154,5,7,10,11,Medium
Brochures,,Full Color,,2017-02-11,2017-02-08,160,5,7,9,11,Low
Stickers,,Full Color,,2018-10-19,2018-10-13,93,3,4,11,12,Medium
Stickers,686,BW,Glossy Paper,2017-03-29,2017-03-23,191,3,4,11,13,Low
Flyers,849,Full Color,Vinyl,2023-10-17,2023-10-10,134,3,5,12,13,Medium
Business Cards,332,,Canvas,2021-12-11,2021-12-04,103,3,4,10,11,Medium
Brochures,904,BW,,2019-04-24,2019-04-17,9,5,6,10,12,Low
,666,Full Color,Vinyl,2021-05-06,2021-05-05,192,4,5,11,12,High
Brochures,,BW,Canvas,2015-01-31,2015-01-25,78,4,6,9,11,Medium
,,BW,Vinyl,2015-11-17,2015-11-12,105,4,6,10,12,Low
Brochures,,BW,Glossy Paper,2016-12-28,2016-12-25,199,7,8,9,10,
Stickers,695,Full Color,Glossy Paper,2023-05-18,2023-05-14,137,6,8,10,11,Medium
Business Cards,990,Full Color,Matte Paper,2018-07-25,2018-07-23,141,4,5,8,9,Medium
,392,BW,Cardboard,2016-01-26,2016-01-24,164,4,5,11,12,Medium
Flyers,87,Full Color,Cardboard,2016-03-21,2016-03-19,139,4,6,12,13,
Stickers,300,BW,,2024-08-06,2024-07-30,12,5,7,8,10,High
Flyers,313,Full Color,Cardboard,2022-07-08,2022-07-07,119,3,5,11,12,Low
Banners,,,Canvas,2024-12-19,2024-12-16,154,5,6,9,11,Low
Flyers,,,Glossy Paper,2021-08-13,2021-08-12,171,5,7,9,11,Medium
Brochures,,BW,Matte Paper,2021-07-22,2021-07-17,97,6,7,10,12,High
Brochures,,Full Color,Vinyl,2025-10-03,2025-09-28,129,4,5,8,9,Medium
Business Cards,,BW,,2024-06-11,2024-06-07,128,6,7,10,11,Low
Flyers,,Full Color,Vinyl,2017-04-01,2017-03-26,46,6,7,8,9,Medium
Flyers,,BW,Matte Paper,2023-06-11,2023-06-05,7,3,4,10,12,Medium
Banners,,BW,Vinyl,2016-12-05,2016-12-03,141,4,6,10,11,High
Business Cards,318,Full Color,Vinyl,2017-08-07,2017-08-01,75,4,5,11,12,Medium
Flyers,139,Full Color,Matte Paper,2021-09-02,2021-08-26,18,4,5,10,11,Medium
Brochures,,BW,Cardboard,2020-08-26,2020-08-22,46,4,6,8,10,Medium
Stickers,480,BW,Vinyl,2019-05-06,2019-04-29,19,5,6,9,11,Medium
Stickers,,Full Color,Matte Paper,2015-06-10,2015-06-09,51,5,7,11,12,Low
Business Cards,502,Full Color,Matte Paper,2022-09-04,2022-09-02,43,6,7,10,11,Medium
Brochures,545,Full Color,Matte Paper,2024-11-11,2024-11-06,104,3,5,10,11,High
Business Cards,,BW,Cardboard,2021-08-25,2021-08-21,107,7,9,10,12,Medium
Flyers,435,Full Color,Matte Paper,2022-09-28,2022-09-24,154,4,6,9,10,High
Brochures,,Full Color,Canvas,2018-03-25,2018-03-19,98,6,8,10,12,Medium
Stickers,860,Full Color,Matte Paper,2018-02-20,2018-02-17,29,4,6,11,13,Low
,932,Full Color,,2015-09-14,2015-09-10,140,3,4,8,10,Medium
Brochures,,BW,Canvas,2024-02-24,2024-02-20,28,6,8,12,14,Medium
Business Cards,,Full Color,Matte Paper,2020-09-10,2020-09-09,85,4,6,9,11,Medium
Brochures,,BW,Glossy Paper,2017-01-05,2016-12-31,106,5,7,10,12,Medium
Flyers,,Full Color,,2021-05-26,2021-05-25,170,5,6,8,9,Low
,,,Canvas,2016-05-19,2016-05-12,38,5,7,10,12,High
,,,Cardboard,2024-09-17,2024-09-15,135,5,6,9,11,High
Brochures,,Full Color,Matte Paper,2016-07-06,2016-07-01,110,5,6,9,11,Low
Stickers,236,Full Color,Cardboard,2015-05-13,2015-05-12,90,3,5,12,13,Medium
Brochures,,Full Color,Glossy Paper,2017-05-11,2017-05-07,153,5,6,10,12,High
Business Cards,,Full Color,Matte Paper,2020-07-29,2020-07-25,108,6,7,10,12,Low
Stickers,379,Full Color,Vinyl,2015-01-31,2015-01-30,6,3,4,10,12,Medium
Flyers,922,Full Color,Matte Paper,2024-03-29,2024-03-26,7,3,4,8,10,Low
Posters,,BW,Vinyl,2024-04-23,2024-04-19,162,5,6,9,10,Medium
Banners,,Full Color,Canvas,2018-06-19,2018-06-14,,5,7,9,11,Low
Stickers,271,Full Color,Canvas,2015-01-23,2015-01-16,44,5,6,10,12,High
Banners,,BW,Matte Paper,2017-09-29,2017-09-23,92,3,4,11,13,Low
Business Cards,56,Full Color,,2020-07-15,2020-07-09,105,5,6,9,10,Low
Brochures,337,Full Color,Vinyl,2023-03-30,2023-03-23,198,3,4,10,11,Medium
Business Cards,,Full Color,,2023-09-20,2023-09-14,14,5,6,8,10,High
,619,BW,Matte Paper,2025-05-24,2025-05-19,16,6,8,9,10,Medium
Posters,159,Full Color,,2024-12-20,2024-12-13,72,4,5,10,11,
Flyers,781,BW,Canvas,2021-05-02,2021-05-01,8,5,6,8,10,High
Banners,124,BW,Cardboard,2024-03-28,2024-03-26,142,7,8,10,12,Low
Posters,,Full Color,Glossy Paper,2018-04-15,2018-04-13,159,5,7,9,11,
Banners,,BW,,2023-11-01,2023-10-29,192,6,8,12,13,Low
Flyers,,Full Color,Matte Paper,2018-07-17,2018-07-13,169,5,7,10,11,Medium
Brochures,454,Full Color,Glossy Paper,2026-01-28,2026-01-27,28,6,7,9,10,Low
Business Cards,931,Full Color,,2016-03-16,2016-03-13,15,3,4,8,9,Medium
Flyers,165,Full Color,Glossy Paper,2018-10-29,2018-10-22,138,3,4,8,10,Medium
Business Cards,346,BW,Glossy Paper,2019-11-10,2019-11-09,198,4,5,8,10,Medium
Business Cards,65,Full Color,Vinyl,2019-03-11,2019-03-04,136,5,6,10,11,Medium
Business Cards,981,BW,Cardboard,2018-08-17,2018-08-12,119,6,7,11,13,Low
,,Full Color,Vinyl,2022-01-06,2022-01-02,90,4,5,9,11,High
,854,Full Color,Glossy Paper,2017-09-14,2017-09-10,179,5,6,10,12,Low
,,Full Color,Vinyl,2022-03-20,2022-03-13,163,5,6,9,10,Medium
Business Cards,,BW,Matte Paper,2020-08-20,2020-08-15,32,5,6,10,12,Medium
Brochures,522,Full Color,Glossy Paper,2017-10-19,2017-10-15,25,4,5,9,11,Medium
Stickers,117,BW,Glossy Paper,2024-08-31,2024-08-25,148,5,7,12,13,Medium
,726,,Cardboard,2017-03-18,2017-03-17,54,4,6,10,12,High
,715,BW,Cardboard,2018-11-16,2018-11-10,49,3,5,12,14,Low
Business Cards,,Full Color,Cardboard,2018-08-14,2018-08-11,182,7,9,9,10,Medium
Business Cards,,BW,Glossy Paper,2016-02-15,2016-02-09,139,3,4,10,12,High
Stickers,,BW,Glossy Paper,2019-11-27,2019-11-22,75,3,5,10,12,Low
Brochures,384,Full Color,Cardboard,2022-02-28,2022-02-26,12,6,8,10,11,
Posters,,BW,Matte Paper,2015-01-18,2015-01-12,,4,6,8,10,Low
Posters,239,Full Color,Vinyl,2021-01-22,2021-01-21,69,5,7,12,14,Medium
Business Cards,,Full Color,Vinyl,2018-08-16,2018-08-10,75,4,6,11,12,Low
Brochures,,Full Color,Matte Paper,2019-03-30,2019-03-23,,4,5,8,9,Medium
Brochures,602,BW,Glossy Paper,2024-08-12,2024-08-06,96,4,6,10,11,High
Banners,285,Full Color,Vinyl,2016-09-06,2016-09-05,25,4,6,9,10,
,976,BW,,2017-05-21,2017-05-18,176,5,6,11,12,Low
Stickers,,BW,Cardboard,2020-01-01,2019-12-28,128,5,7,10,11,High
Banners,,Full Color,Vinyl,2023-08-18,2023-08-15,90,5,6,9,10,High
Flyers,228,Full Color,Cardboard,2015-03-30,2015-03-23,170,6,7,8,9,Medium
Banners,,,,2019-10-18,2019-10-11,38,3,4,9,11,Medium
Posters,,Full Color,Matte Paper,2024-08-18,2024-08-17,191,5,6,8,9,Medium
Brochures,,Full Color,,2025-01-18,2025-01-15,131,5,7,8,9,Low
Business Cards,,Full Color,Canvas,2023-06-30,2023-06-28,174,6,8,10,12,Low
Brochures,223,Full Color,Cardboard,2021-11-19,2021-11-17,67,3,4,10,11,Medium
,923,Full Color,Vinyl,2019-01-15,2019-01-09,48,5,7,10,11,Low
Business Cards,,BW,Canvas,2019-02-26,2019-02-22,109,6,7,10,11,
Business Cards,,BW,,2018-12-27,2018-12-22,,4,6,9,10,Medium
Posters,,Full Color,,2024-05-30,2024-05-23,,6,8,9,11,Low
Brochures,,Full Color,Cardboard,2020-08-02,2020-07-30,36,3,4,10,11,
Banners,210,Full Color,Vinyl,2019-10-25,2019-10-20,180,5,7,9,10,Low
Stickers,217,Full Color,Canvas,2019-06-05,2019-06-01,86,6,7,9,10,
Banners,,Full Color,Glossy Paper,2016-07-13,2016-07-09,72,5,6,9,10,High
Stickers,,BW,Vinyl,2020-08-15,2020-08-11,199,5,7,10,12,High
,499,Full Color,Cardboard,2017-04-09,2017-04-04,174,3,5,11,12,Medium
Stickers,368,BW,Canvas,2022-10-21,2022-10-20,169,6,7,10,12,
Stickers,,Full Color,Canvas,2017-12-24,2017-12-17,175,5,6,8,9,Medium
,478,BW,Cardboard,2018-04-24,2018-04-18,55,3,5,11,13,Low
Banners,,Full Color,Glossy Paper,2016-11-04,2016-10-30,17,5,7,8,9,High
Brochures,,Full Color,Vinyl,2015-03-19,2015-03-16,120,5,7,10,11,High
Flyers,,Full Color,Vinyl,2016-01-07,2016-01-06,,3,5,9,11,Medium
Flyers,295,Full Color,Cardboard,2015-11-28,2015-11-25,139,4,5,11,12,Medium
Brochures,489,Full Color,Vinyl,2019-12-02,2019-11-26,141,3,5,10,11,Low
,832,,Matte Paper,2020-07-16,2020-07-15,149,5,7,10,12,Medium
Stickers,283,Full Color,Cardboard,2015-08-12,2015-08-09,109,5,6,10,11,Low
Stickers,,BW,Canvas,2018-04-05,2018-04-02,198,5,7,10,11,Low
Posters,,BW,Vinyl,2021-08-26,2021-08-19,190,6,7,8,9,High
Brochures,255,Full Color,Canvas,2019-09-08,2019-09-04,86,6,7,10,12,Low
Banners,234,Full Color,Matte Paper,2019-10-18,2019-10-12,116,5,7,10,12,Low
Brochures,,BW,Canvas,2018-05-03,2018-04-29,20,3,5,10,11,Medium
Brochures,,BW,Vinyl,2024-01-05,2023-12-31,18,5,6,8,10,Medium
Business Cards,,BW,Matte Paper,2018-01-21,2018-01-14,176,5,6,8,10,
Brochures,363,Full Color,Canvas,2025-02-08,2025-02-06,57,5,7,10,12,Low
,658,Full Color,Canvas,2025-08-19,2025-08-15,14,5,6,10,12,Low
Flyers,661,Full Color,Matte Paper,2017-12-09,2017-12-06,39,4,5,9,10,Medium
Flyers,290,Full Color,Canvas,2017-08-21,2017-08-20,,6,7,9,10,Medium
Business Cards,,Full Color,Glossy Paper,2018-03-18,2018-03-15,137,3,4,10,12,Low
Business Cards,976,,Canvas,2025-08-07,2025-08-05,96,5,6,8,10,Medium
Business Cards,819,,Vinyl,2023-08-10,2023-08-04,134,3,4,10,11,Medium
,,BW,Vinyl,2023-09-05,2023-08-31,130,6,7,10,12,Medium
Banners,62,BW,,2021-10-10,2021-10-09,151,3,5,9,10,Medium
,,BW,Cardboard,2018-01-26,2018-01-22,160,3,4,11,12,High
Brochures,,BW,Canvas,2015-05-15,2015-05-13,,4,6,8,9,High
Flyers,243,Full Color,Cardboard,2024-05-07,2024-05-05,56,4,5,11,12,High
Flyers,844,,Vinyl,2016-08-15,2016-08-13,165,4,6,10,11,
Banners,,BW,Vinyl,2019-03-28,2019-03-24,,5,6,10,11,Low
Brochures,395,,,2021-01-16,2021-01-15,177,5,7,11,12,Medium
Business Cards,,Full Color,Canvas,2022-06-05,2022-06-01,104,3,5,10,11,Low
Brochures,699,BW,Matte Paper,2026-01-18,2026-01-12,143,4,6,11,13,Medium
Flyers,525,Full Color,Matte Paper,2017-01-20,2017-01-17,56,6,8,10,11,Low
Brochures,375,BW,Glossy Paper,2017-03-13,2017-03-11,98,5,6,10,12,Low
Stickers,331,BW,Vinyl,2019-02-08,2019-02-06,46,5,6,10,12,Low
Posters,,BW,Cardboard,2016-11-14,2016-11-10,197,5,6,8,10,Medium
Flyers,193,BW,Canvas,2025-04-29,2025-04-28,144,4,5,11,13,
Brochures,,Full Color,Matte Paper,2020-12-08,2020-12-01,70,3,5,10,12,Low
Brochures,,Full Color,Vinyl,2019-03-28,2019-03-27,73,4,5,10,11,High
Brochures,458,,Canvas,2019-12-06,2019-11-29,176,6,7,11,12,High
Stickers,627,Full Color,Vinyl,2016-11-15,2016-11-14,165,7,8,12,13,Medium
Brochures,,Full Color,Cardboard,2019-08-19,2019-08-13,108,5,6,9,11,Medium
,,BW,Canvas,2021-01-04,2021-01-02,83,3,5,10,11,Medium
Stickers,,,Glossy Paper,2024-01-01,2023-12-25,132,3,4,10,12,High
Banners,,Full Color,Canvas,2017-11-05,2017-10-30,122,4,5,10,11,Low
Flyers,,Full Color,Glossy Paper,2021-02-14,2021-02-11,64,5,7,12,14,
Business Cards,,Full Color,Glossy Paper,2019-06-15,2019-06-09,183,3,5,11,13,Low
Stickers,315,Full Color,Cardboard,2022-11-28,2022-11-22,178,6,7,10,12,Low
,522,Full Color,Glossy Paper,2015-06-21,2015-06-20,78,4,6,9,10,Medium
Banners,,BW,Canvas,2019-04-08,2019-04-03,38,6,7,10,12,Low
,570,Full Color,Cardboard,2024-10-15,2024-10-13,194,6,7,10,11,
,704,Full Color,Cardboard,2019-06-16,2019-06-12,33,6,7,9,10,High
Posters,91,Full Color,Glossy Paper,2017-10-13,2017-10-10,0,5,6,10,12,Medium
Flyers,,Full Color,Glossy Paper,2022-10-12,2022-10-08,,5,7,9,11,High
,,,Vinyl,2015-03-20,2015-03-15,27,5,7,10,11,Medium
Brochures,273,BW,Matte Paper,2016-11-12,2016-11-10,93,5,7,10,12,Low
Brochures,503,Full Color,Canvas,2018-10-29,2018-10-23,166,5,7,8,9,High
Brochures,788,BW,,2017-04-30,2017-04-28,117,7,8,11,12,
Brochures,,,Canvas,2015-08-31,2015-08-25,54,5,7,8,9,High
Business Cards,,BW,Matte Paper,2024-06-06,2024-05-30,158,6,8,10,11,Medium
Stickers,,BW,Glossy Paper,2021-08-28,2021-08-22,46,6,7,10,12,Medium
Flyers,130,Full Color,Canvas,2022-11-22,2022-11-17,105,4,5,11,13,Low
Stickers,959,Full Color,Glossy Paper,2021-08-22,2021-08-20,127,3,5,11,12,Medium
